Data Year,County,Fuel Category,Number of Vehicles
2019,Modoc,EV,2
2019,Modoc,Fossil Fuel,7815
2019,Mono,EV,41
2019,Mono,Fossil Fuel,11928
2019,Monterey,EV,2880
2019,Monterey,Fossil Fuel,320258
2019,Napa,EV,2009
2019,Napa,Fossil Fuel,112200
2019,Nevada,EV,886
2019,Nevada,Fossil Fuel,90006
2019,Orange,EV,68931
2019,Orange,Fossil Fuel,2352220
2019,Out Of State,EV,4675
2019,Out Of State,Fossil Fuel,486771
2019,Placer,EV,5216
2019,Placer,Fossil Fuel,322815
2019,Plumas,EV,34
2019,Plumas,Fossil Fuel,20747
2019,Riverside,EV,19213
2019,Riverside,Fossil Fuel,1686102
2019,Sacramento,EV,13923
2019,Sacramento,Fossil Fuel,1076888
2019,San Benito,EV,602
2019,San Benito,Fossil Fuel,50944
2019,San Bernardino,EV,14651
2019,San Bernardino,Fossil Fuel,1510228
2019,San Diego,EV,44168
2019,San Diego,Fossil Fuel,2453257
2019,San Francisco,EV,13771
2019,San Francisco,Fossil Fuel,407385
2019,San Joaquin,EV,4822
2019,San Joaquin,Fossil Fuel,532035
2019,San Luis Obispo,EV,3316
2019,San Luis Obispo,Fossil Fuel,222583
2019,San Mateo,EV,22710
2019,San Mateo,Fossil Fuel,645794
2019,Santa Barbara,EV,4201
2019,Santa Barbara,Fossil Fuel,322735
2019,Santa Clara,EV,71344
2019,Santa Clara,Fossil Fuel,1390964
2019,Santa Cruz,EV,4887
2019,Santa Cruz,Fossil Fuel,206461
2019,Shasta,EV,578
2019,Shasta,Fossil Fuel,142345
2019,Sierra,EV,3
2019,Sierra,Fossil Fuel,3439
2019,Siskiyou,EV,83
2019,Siskiyou,Fossil Fuel,42039
2019,Solano,EV,4512
2019,Solano,Fossil Fuel,338919
2019,Sonoma,EV,9131
2019,Sonoma,Fossil Fuel,401497
2019,Stanislaus,EV,2153
2019,Stanislaus,Fossil Fuel,393560
2019,Sutter,EV,284
2019,Sutter,Fossil Fuel,73793
2019,Tehama,EV,109
2019,Tehama,Fossil Fuel,49076
2019,Trinity,EV,33
2019,Trinity,Fossil Fuel,11991
2019,Tulare,EV,1166
2019,Tulare,Fossil Fuel,311412
2019,Tuolumne,EV,191
2019,Tuolumne,Fossil Fuel,53674
2019,Ventura,EV,11468
2019,Ventura,Fossil Fuel,661074
2019,Yolo,EV,2629
2019,Yolo,Fossil Fuel,142968
2019,Yuba,EV,236
2019,Yuba,Fossil Fuel,53707
2020,Alameda,EV,46249
2020,Alameda,Fossil Fuel,1081947
2020,Alpine,EV,11
2020,Alpine,Fossil Fuel,1588
2020,Amador,EV,227
2020,Amador,Fossil Fuel,39360
2020,Butte,EV,982
2020,Butte,Fossil Fuel,150600
2020,Calaveras,EV,276
2020,Calaveras,Fossil Fuel,50925
2020,Colusa,EV,46
2020,Colusa,Fossil Fuel,19002
2020,Contra Costa,EV,26161
2020,Contra Costa,Fossil Fuel,844872
2020,Del Norte,EV,92
2020,Del Norte,Fossil Fuel,19235
2020,El Dorado,EV,2804
2020,El Dorado,Fossil Fuel,163473
2020,Fresno,EV,5481
2020,Fresno,Fossil Fuel,669380
2020,Glenn,EV,65
2020,Glenn,Fossil Fuel,24519
2020,Humboldt,EV,1475
2020,Humboldt,Fossil Fuel,107979
2020,Imperial,EV,288
2020,Imperial,Fossil Fuel,163755
2020,Inyo,EV,79
2020,Inyo,Fossil Fuel,18481
2020,Kern,EV,3224
2020,Kern,Fossil Fuel,586385
2020,Kings,EV,380
2020,Kings,Fossil Fuel,92193
2020,Lake,EV,376
2020,Lake,Fossil Fuel,62729
2020,Lassen,EV,14
2020,Lassen,Fossil Fuel,21757
2020,Los Angeles,EV,156698
2020,Los Angeles,Fossil Fuel,6635509
2020,Madera,EV,574
2020,Madera,Fossil Fuel,108140
2020,Marin,EV,9709
2020,Marin,Fossil Fuel,195061
2020,Mariposa,EV,81
2020,Mariposa,Fossil Fuel,18196
2020,Mendocino,EV,925
2020,Mendocino,Fossil Fuel,82479
2020,Merced,EV,968
2020,Merced,Fossil Fuel,191277
2020,Modoc,EV,1
2020,Modoc,Fossil Fuel,7931
2020,Mono,EV,67
2020,Mono,Fossil Fuel,11792
2020,Monterey,EV,3434
2020,Monterey,Fossil Fuel,320016
2020,Napa,EV,2368
2020,Napa,Fossil Fuel,109910
2020,Nevada,EV,1115
2020,Nevada,Fossil Fuel,89113
2020,Orange,EV,78256
2020,Orange,Fossil Fuel,2303310
2020,Out Of State,EV,4587
2020,Out Of State,Fossil Fuel,439347
2020,Placer,EV,6405
2020,Placer,Fossil Fuel,321560
2020,Plumas,EV,52
2020,Plumas,Fossil Fuel,20630
2020,Riverside,EV,23091
2020,Riverside,Fossil Fuel,1704293
2020,Sacramento,EV,16072
2020,Sacramento,Fossil Fuel,1076112
2020,San Benito,EV,721
2020,San Benito,Fossil Fuel,51849
2020,San Bernardino,EV,17465
2020,San Bernardino,Fossil Fuel,1523639
2020,San Diego,EV,51800
2020,San Diego,Fossil Fuel,2425831
2020,San Francisco,EV,16242
2020,San Francisco,Fossil Fuel,393475
2020,San Joaquin,EV,5946
2020,San Joaquin,Fossil Fuel,540500
2020,San Luis Obispo,EV,3965
2020,San Luis Obispo,Fossil Fuel,220063
2020,San Mateo,EV,25046
2020,San Mateo,Fossil Fuel,582705
2020,Santa Barbara,EV,5121
2020,Santa Barbara,Fossil Fuel,320797
2020,Santa Clara,EV,74125
2020,Santa Clara,Fossil Fuel,1336130
2020,Santa Cruz,EV,5438
2020,Santa Cruz,Fossil Fuel,202034
2020,Shasta,EV,734
2020,Shasta,Fossil Fuel,142748
2020,Sierra,EV,7
2020,Sierra,Fossil Fuel,3461
2020,Siskiyou,EV,98
2020,Siskiyou,Fossil Fuel,41788
2020,Solano,EV,5151
2020,Solano,Fossil Fuel,338325
2020,Sonoma,EV,9877
2020,Sonoma,Fossil Fuel,397692
2020,Stanislaus,EV,2610
2020,Stanislaus,Fossil Fuel,399746
2020,Sutter,EV,364
2020,Sutter,Fossil Fuel,73601
2020,Tehama,EV,143
2020,Tehama,Fossil Fuel,48969
2020,Trinity,EV,47
2020,Trinity,Fossil Fuel,11943
2020,Tulare,EV,1393
2020,Tulare,Fossil Fuel,318816
2020,Tuolumne,EV,240
2020,Tuolumne,Fossil Fuel,53232
2020,Ventura,EV,13166
2020,Ventura,Fossil Fuel,655209
2020,Yolo,EV,2979
2020,Yolo,Fossil Fuel,140577
2020,Yuba,EV,291
2020,Yuba,Fossil Fuel,54346
2021,Alameda,EV,57033
2021,Alameda,Fossil Fuel,1104108
2021,Alpine,EV,20
2021,Alpine,Fossil Fuel,1622
2021,Amador,EV,302
2021,Amador,Fossil Fuel,42201
2021,Butte,EV,1329
2021,Butte,Fossil Fuel,157967
2021,Calaveras,EV,369
2021,Calaveras,Fossil Fuel,54320
2021,Colusa,EV,76
2021,Colusa,Fossil Fuel,20087
2021,Contra Costa,EV,33850
2021,Contra Costa,Fossil Fuel,870216
2021,Del Norte,EV,110
2021,Del Norte,Fossil Fuel,20619
2021,El Dorado,EV,3665
2021,El Dorado,Fossil Fuel,169451
2021,Fresno,EV,7704
2021,Fresno,Fossil Fuel,705260
2021,Glenn,EV,102
2021,Glenn,Fossil Fuel,26068
2021,Humboldt,EV,1801
2021,Humboldt,Fossil Fuel,112127
2021,Imperial,EV,517
2021,Imperial,Fossil Fuel,176590
2021,Inyo,EV,124
2021,Inyo,Fossil Fuel,20251
2021,Kern,EV,4967
2021,Kern,Fossil Fuel,619717
2021,Kings,EV,639
2021,Kings,Fossil Fuel,98692
2021,Lake,EV,461
2021,Lake,Fossil Fuel,66714
2021,Lassen,EV,26
2021,Lassen,Fossil Fuel,23823
2021,Los Angeles,EV,209205
2021,Los Angeles,Fossil Fuel,6903230
2021,Madera,EV,903
2021,Madera,Fossil Fuel,115772
2021,Marin,EV,12369
2021,Marin,Fossil Fuel,199428
2021,Mariposa,EV,108
2021,Mariposa,Fossil Fuel,19409
2021,Mendocino,EV,1117
2021,Mendocino,Fossil Fuel,85815
2021,Merced,EV,1506
2021,Merced,Fossil Fuel,205385
2021,Modoc,EV,7
2021,Modoc,Fossil Fuel,8736
2021,Mono,EV,102
2021,Mono,Fossil Fuel,12548
2021,Monterey,EV,4753
2021,Monterey,Fossil Fuel,336102
2021,Napa,EV,3210
2021,Napa,Fossil Fuel,113580
2021,Nevada,EV,1489
2021,Nevada,Fossil Fuel,92203
2021,Orange,EV,101782
2021,Orange,Fossil Fuel,2358722
2021,Out Of State,EV,0
2021,Out Of State,Fossil Fuel,0
2021,Placer,EV,8805
2021,Placer,Fossil Fuel,332670
2021,Plumas,EV,91
2021,Plumas,Fossil Fuel,21913
2021,Riverside,EV,33888
2021,Riverside,Fossil Fuel,1796471
2021,Sacramento,EV,23750
2021,Sacramento,Fossil Fuel,1147316
2021,San Benito,EV,1038
2021,San Benito,Fossil Fuel,55902
2021,San Bernardino,EV,25249
2021,San Bernardino,Fossil Fuel,1612110
2021,San Diego,EV,70095
2021,San Diego,Fossil Fuel,2514519
2021,San Francisco,EV,21822
2021,San Francisco,Fossil Fuel,403474
2021,San Joaquin,EV,8910
2021,San Joaquin,Fossil Fuel,572492
2021,San Luis Obispo,EV,5324
2021,San Luis Obispo,Fossil Fuel,230362
2021,San Mateo,EV,32424
2021,San Mateo,Fossil Fuel,573973
2021,Santa Barbara,EV,6938
2021,Santa Barbara,Fossil Fuel,335083
2021,Santa Clara,EV,86809
2021,Santa Clara,Fossil Fuel,1352394
2021,Santa Cruz,EV,6730
2021,Santa Cruz,Fossil Fuel,210277
2021,Shasta,EV,1103
2021,Shasta,Fossil Fuel,148623
2021,Sierra,EV,10
2021,Sierra,Fossil Fuel,3955
2021,Siskiyou,EV,167
2021,Siskiyou,Fossil Fuel,44588
2021,Solano,EV,7131
2021,Solano,Fossil Fuel,353833
2021,Sonoma,EV,12242
2021,Sonoma,Fossil Fuel,412861
2021,Stanislaus,EV,3889
2021,Stanislaus,Fossil Fuel,418300
2021,Sutter,EV,604
2021,Sutter,Fossil Fuel,76936
2021,Tehama,EV,220
2021,Tehama,Fossil Fuel,51270
2021,Trinity,EV,53
2021,Trinity,Fossil Fuel,12741
2021,Tulare,EV,2091
2021,Tulare,Fossil Fuel,340870
2021,Tuolumne,EV,359
2021,Tuolumne,Fossil Fuel,56757
2021,Ventura,EV,17530
2021,Ventura,Fossil Fuel,676387
2021,Yolo,EV,3999
2021,Yolo,Fossil Fuel,152903
2021,Yuba,EV,457
2021,Yuba,Fossil Fuel,57869
2022,Alameda,EV,72557
2022,Alameda,Fossil Fuel,1057501
2022,Alpine,EV,29
2022,Alpine,Fossil Fuel,1045
2022,Amador,EV,413
2022,Amador,Fossil Fuel,40697
2022,Butte,EV,1732
2022,Butte,Fossil Fuel,151828
2022,Calaveras,EV,515
2022,Calaveras,Fossil Fuel,51920
2022,Colusa,EV,106
2022,Colusa,Fossil Fuel,19767
2022,Contra Costa,EV,44133
2022,Contra Costa,Fossil Fuel,835523
2022,Del Norte,EV,128
2022,Del Norte,Fossil Fuel,20045
2022,El Dorado,EV,4869
2022,El Dorado,Fossil Fuel,162883
2022,Fresno,EV,10390
2022,Fresno,Fossil Fuel,688871
2022,Glenn,EV,130
2022,Glenn,Fossil Fuel,24773
2022,Humboldt,EV,2126
2022,Humboldt,Fossil Fuel,106882
2022,Imperial,EV,770
2022,Imperial,Fossil Fuel,166477
2022,Inyo,EV,176
2022,Inyo,Fossil Fuel,19560
2022,Kern,EV,6880
2022,Kern,Fossil Fuel,602843
2022,Kings,EV,886
2022,Kings,Fossil Fuel,95204
2022,Lake,EV,600
2022,Lake,Fossil Fuel,63526
2022,Lassen,EV,44
2022,Lassen,Fossil Fuel,23115
2022,Los Angeles,EV,282343
2022,Los Angeles,Fossil Fuel,6650471
2022,Madera,EV,1241
2022,Madera,Fossil Fuel,113641
2022,Marin,EV,15449
2022,Marin,Fossil Fuel,191793
2022,Mariposa,EV,147
2022,Mariposa,Fossil Fuel,17290
2022,Mendocino,EV,1346
2022,Mendocino,Fossil Fuel,81800
2022,Merced,EV,2086
2022,Merced,Fossil Fuel,200238
2022,Modoc,EV,10
2022,Modoc,Fossil Fuel,7632
2022,Mono,EV,144
2022,Mono,Fossil Fuel,11671
2022,Monterey,EV,6379
2022,Monterey,Fossil Fuel,319103
2022,Napa,EV,4234
2022,Napa,Fossil Fuel,109871
2022,Nevada,EV,1946
2022,Nevada,Fossil Fuel,84769
2022,Orange,EV,134291
2022,Orange,Fossil Fuel,2299018
2022,Out Of State,EV,0
2022,Out Of State,Fossil Fuel,0
2022,Placer,EV,12350
2022,Placer,Fossil Fuel,328962
2022,Plumas,EV,117
2022,Plumas,Fossil Fuel,18889
2022,Riverside,EV,47681
2022,Riverside,Fossil Fuel,1765291
2022,Sacramento,EV,32416
2022,Sacramento,Fossil Fuel,1107136
2022,San Benito,EV,1485
2022,San Benito,Fossil Fuel,53803
2022,San Bernardino,EV,36094
2022,San Bernardino,Fossil Fuel,1568171
2022,San Diego,EV,95024
2022,San Diego,Fossil Fuel,2446883
2022,San Francisco,EV,28011
2022,San Francisco,Fossil Fuel,386911
2022,San Joaquin,EV,12961
2022,San Joaquin,Fossil Fuel,556150
2022,San Luis Obispo,EV,6929
2022,San Luis Obispo,Fossil Fuel,222920
2022,San Mateo,EV,43165
2022,San Mateo,Fossil Fuel,567346
2022,Santa Barbara,EV,8983
2022,Santa Barbara,Fossil Fuel,325288
2022,Santa Clara,EV,108243
2022,Santa Clara,Fossil Fuel,1289536
2022,Santa Cruz,EV,8169
2022,Santa Cruz,Fossil Fuel,215275
2022,Shasta,EV,1516
2022,Shasta,Fossil Fuel,132514
2022,Sierra,EV,18
2022,Sierra,Fossil Fuel,3537
2022,Siskiyou,EV,241
2022,Siskiyou,Fossil Fuel,44395
2022,Solano,EV,9315
2022,Solano,Fossil Fuel,339309
2022,Sonoma,EV,15055
2022,Sonoma,Fossil Fuel,397389
2022,Stanislaus,EV,5345
2022,Stanislaus,Fossil Fuel,403896
2022,Sutter,EV,885
2022,Sutter,Fossil Fuel,74337
2022,Tehama,EV,288
2022,Tehama,Fossil Fuel,56998
2022,Trinity,EV,63
2022,Trinity,Fossil Fuel,11910
2022,Tulare,EV,2826
2022,Tulare,Fossil Fuel,330357
2022,Tuolumne,EV,495
2022,Tuolumne,Fossil Fuel,56034
2022,Ventura,EV,23713
2022,Ventura,Fossil Fuel,658712
2022,Yolo,EV,5077
2022,Yolo,Fossil Fuel,149982
2022,Yuba,EV,689
2022,Yuba,Fossil Fuel,56190
2023,Alameda,EV,97131
2023,Alameda,Fossil Fuel,1028698
2023,Alpine,EV,32
2023,Alpine,Fossil Fuel,1357
2023,Amador,EV,536
2023,Amador,Fossil Fuel,40951
2023,Butte,EV,2370
2023,Butte,Fossil Fuel,151420
2023,Calaveras,EV,703
2023,Calaveras,Fossil Fuel,52304
2023,Colusa,EV,130
2023,Colusa,Fossil Fuel,19582
2023,Contra Costa,EV,58560
2023,Contra Costa,Fossil Fuel,825102
2023,Del Norte,EV,181
2023,Del Norte,Fossil Fuel,19733
2023,El Dorado,EV,6272
2023,El Dorado,Fossil Fuel,162480
2023,Fresno,EV,14199
2023,Fresno,Fossil Fuel,683686
2023,Glenn,EV,181
2023,Glenn,Fossil Fuel,24710
2023,Humboldt,EV,2513
2023,Humboldt,Fossil Fuel,105041
2023,Imperial,EV,1197
2023,Imperial,Fossil Fuel,170519
2023,Inyo,EV,238
2023,Inyo,Fossil Fuel,19463
2023,Kern,EV,9647
2023,Kern,Fossil Fuel,597507
2023,Kings,EV,1179
2023,Kings,Fossil Fuel,95631
2023,Lake,EV,760
2023,Lake,Fossil Fuel,63373
2023,Lassen,EV,61
2023,Lassen,Fossil Fuel,22157
2023,Los Angeles,EV,392463
2023,Los Angeles,Fossil Fuel,6514305
2023,Madera,EV,1739
2023,Madera,Fossil Fuel,114621
2023,Marin,EV,19221
2023,Marin,Fossil Fuel,188135
2023,Mariposa,EV,197
2023,Mariposa,Fossil Fuel,18482
2023,Mendocino,EV,1638
2023,Mendocino,Fossil Fuel,80638
2023,Merced,EV,2880
2023,Merced,Fossil Fuel,199940
2023,Modoc,EV,16
2023,Modoc,Fossil Fuel,8221
2023,Mono,EV,198
2023,Mono,Fossil Fuel,11831
2023,Monterey,EV,8505
2023,Monterey,Fossil Fuel,326269
2023,Napa,EV,5371
2023,Napa,Fossil Fuel,108285
2023,Nevada,EV,2473
2023,Nevada,Fossil Fuel,87433
2023,Orange,EV,180716
2023,Orange,Fossil Fuel,2260910
2023,Out Of State,EV,15719
2023,Out Of State,Fossil Fuel,385309
2023,Placer,EV,16898
2023,Placer,Fossil Fuel,329303
2023,Plumas,EV,145
2023,Plumas,Fossil Fuel,20171
2023,Riverside,EV,67446
2023,Riverside,Fossil Fuel,1758805
2023,Sacramento,EV,45098
2023,Sacramento,Fossil Fuel,1100057
2023,San Benito,EV,1935
2023,San Benito,Fossil Fuel,54840
2023,San Bernardino,EV,51206
2023,San Bernardino,Fossil Fuel,1554788
2023,San Diego,EV,132113
2023,San Diego,Fossil Fuel,2419003
2023,San Francisco,EV,37412
2023,San Francisco,Fossil Fuel,371509
2023,San Joaquin,EV,19225
2023,San Joaquin,Fossil Fuel,553941
2023,San Luis Obispo,EV,9139
2023,San Luis Obispo,Fossil Fuel,222023
2023,San Mateo,EV,57455
2023,San Mateo,Fossil Fuel,543506
2023,Santa Barbara,EV,11894
2023,Santa Barbara,Fossil Fuel,323007
2023,Santa Clara,EV,141417
2023,Santa Clara,Fossil Fuel,1288696
2023,Santa Cruz,EV,10109
2023,Santa Cruz,Fossil Fuel,199421
2023,Shasta,EV,2001
2023,Shasta,Fossil Fuel,140884
2023,Sierra,EV,25
2023,Sierra,Fossil Fuel,3722
2023,Siskiyou,EV,305
2023,Siskiyou,Fossil Fuel,41772
2023,Solano,EV,12809
2023,Solano,Fossil Fuel,336055
2023,Sonoma,EV,19064
2023,Sonoma,Fossil Fuel,396054
2023,Stanislaus,EV,7519
2023,Stanislaus,Fossil Fuel,400864
2023,Sutter,EV,1147
2023,Sutter,Fossil Fuel,73888
2023,Tehama,EV,398
2023,Tehama,Fossil Fuel,48496
2023,Trinity,EV,88
2023,Trinity,Fossil Fuel,11867
2023,Tulare,EV,3837
2023,Tulare,Fossil Fuel,331744
2023,Tuolumne,EV,698
2023,Tuolumne,Fossil Fuel,54369
2023,Ventura,EV,31980
2023,Ventura,Fossil Fuel,651851
2023,Yolo,EV,6757
2023,Yolo,Fossil Fuel,152560
2023,Yuba,EV,961
2023,Yuba,Fossil Fuel,57567
